"","Quad","Year","trackID","Treatment","Pasture","basalArea_genet","logsize","survives_tplus1","size_tplus1"
"75","gzgz_19",2002,"BOUGRA_2000_2","gzgz","19",2.49999999999994e-05,-10.5966347330961,0,NA
"76","gzgz_19",2001,"BOUGRA_2001_1","gzgz","19",0.00063930680737669,-7.35512608207577,1,0.000151984040669944
"77","gzgz_19",2002,"BOUGRA_2001_1","gzgz","19",0.000151984040669944,-8.79173503822289,0,NA
"78","gzgz_19",2001,"BOUGRA_2001_2","gzgz","19",0.00054925617274488,-7.50694560826497,0,NA
"79","gzgz_19",2001,"BOUGRA_2001_3","gzgz","19",0.000246511899722441,-8.30810029091065,1,2.49999999999995e-05
"80","gzgz_19",2002,"BOUGRA_2001_3","gzgz","19",2.49999999999995e-05,-10.5966347330961,0,NA
"81","gzgz_19",2001,"BOUGRA_2001_4","gzgz","19",2.50000000000001e-05,-10.5966347330961,1,5e-05
"82","gzgz_19",2002,"BOUGRA_2001_4","gzgz","19",5e-05,-9.90348755253613,1,0.000265115041463938
"83","gzgz_19",2003,"BOUGRA_2001_4","gzgz","19",0.000265115041463938,-8.23534670744849,0,NA
"84","gzgz_19",2001,"BOUGRA_2001_5","gzgz","19",2.49999999999995e-05,-10.5966347330961,0,NA
"85","gzgz_19",2001,"BOUGRA_2001_6","gzgz","19",2.49999999999995e-05,-10.5966347330961,1,0.0006366135869409
"86","gzgz_19",2002,"BOUGRA_2001_6","gzgz","19",0.0006366135869409,-7.3593477003643,0,NA
"87","gzgz_19",2001,"BOUGRA_2001_7","gzgz","19",2.49999999999995e-05,-10.5966347330961,0,NA
"88","gzgz_19",2001,"BOUGRA_2001_8","gzgz","19",2.49999999999995e-05,-10.5966347330961,1,0.00013385382161887
"89","gzgz_19",2002,"BOUGRA_2001_8","gzgz","19",0.00013385382161887,-8.91876223690105,0,NA
"90","gzgz_19",2002,"BOUGRA_2002_1","gzgz","19",0.000857666195369193,-7.06129558386203,1,0.00230960005408808
"91","gzgz_19",2004,"BOUGRA_2002_1","gzgz","19",0.00230960005408808,-6.07068090619674,1,0.00162075001652899
"92","gzgz_19",2005,"BOUGRA_2002_1","gzgz","19",0.00162075001652899,-6.42486626371081,1,2.4999999999999e-05
"93","gzgz_19",2007,"BOUGRA_2002_1","gzgz","19",2.4999999999999e-05,-10.5966347330961,1,0.000259656537932069
"94","gzgz_19",2008,"BOUGRA_2002_1","gzgz","19",0.000259656537932069,-8.25615080820251,0,NA
"95","gzgz_19",2002,"BOUGRA_2002_2","gzgz","19",0.000204121875081468,-8.4967933156385,0,NA
"96","gzgz_19",2003,"BOUGRA_2003_1","gzgz","19",0.00013138498651868,-8.93737871629039,0,NA
"97","gzgz_19",2003,"BOUGRA_2003_2","gzgz","19",3.45599989227847e-05,-10.2728136451978,0,NA
"98","gzgz_19",2003,"BOUGRA_2003_3","gzgz","19",2.5e-05,-10.5966347330961,1,2.5e-05
"99","gzgz_19",2004,"BOUGRA_2003_3","gzgz","19",2.5e-05,-10.5966347330961,1,0.00373342989055793
"100","gzgz_19",2006,"BOUGRA_2003_3","gzgz","19",0.00373342989055793,-5.59042792614135,1,0.000157379986501153
"101","gzgz_19",2007,"BOUGRA_2003_3","gzgz","19",0.000157379986501153,-8.75684738062976,1,0.00346390982361131
"102","gzgz_19",2008,"BOUGRA_2003_3","gzgz","19",0.00346390982361131,-5.66535732106557,1,0.00109360251450159
"103","gzgz_19",2009,"BOUGRA_2003_3","gzgz","19",0.00109360251450159,-6.81827797326897,1,0.000654899053605433
"105","gzgz_19",2005,"BOUGRA_2005_1","gzgz","19",0.00198541008070472,-6.22192979640403,1,0.000445805034244959
"106","gzgz_19",2007,"BOUGRA_2005_1","gzgz","19",0.000445805034244959,-7.71562884446756,1,0.000883844747244461
"107","gzgz_19",2008,"BOUGRA_2005_1","gzgz","19",0.000883844747244461,-7.03122913603963,0,NA
"108","gzgz_19",2005,"BOUGRA_2005_2","gzgz","19",0.00130462000684277,-6.6418434631053,1,0.00167550496610205
"109","gzgz_19",2006,"BOUGRA_2005_2","gzgz","19",0.00167550496610205,-6.39164068683902,1,2.49999999999998e-05
"110","gzgz_19",2007,"BOUGRA_2005_2","gzgz","19",2.49999999999998e-05,-10.5966347330961,1,0.00124238867756504
"111","gzgz_19",2008,"BOUGRA_2005_2","gzgz","19",0.00124238867756504,-6.6907193995285,0,NA
"112","gzgz_19",2005,"BOUGRA_2005_3","gzgz","19",2.49999999999995e-05,-10.5966347330961,0,NA
"113","gzgz_19",2006,"BOUGRA_2006_1","gzgz","19",0.00149003515720117,-6.50895556386611,1,4.99999999999988e-05
"114","gzgz_19",2007,"BOUGRA_2006_1","gzgz","19",4.99999999999988e-05,-9.90348755253615,1,0.000249316126964812
"115","gzgz_19",2008,"BOUGRA_2006_1","gzgz","19",0.000249316126964812,-8.29678888053859,0,NA
"116","gzgz_19",2006,"BOUGRA_2006_2","gzgz","19",0.000929964974261751,-6.98036363461035,0,NA
"117","gzgz_19",2006,"BOUGRA_2006_3","gzgz","19",0.000503325061564901,-7.59427435093547,1,0.000906242836249803
"118","gzgz_19",2008,"BOUGRA_2006_3","gzgz","19",0.000906242836249803,-7.00620325665444,1,0.00202307409395305
"119","gzgz_19",2009,"BOUGRA_2006_3","gzgz","19",0.00202307409395305,-6.20313709568718,1,0.00346290080388779
"121","gzgz_19",2006,"BOUGRA_2006_4","gzgz","19",0.00160719007580274,-6.43326791931914,1,0.00114402356107683
"122","gzgz_19",2008,"BOUGRA_2006_4","gzgz","19",0.00114402356107683,-6.77320379088974,0,NA
"123","gzgz_19",2007,"BOUGRA_2007_1","gzgz","19",2.49999999999994e-05,-10.5966347330961,0,NA
"124","gzgz_19",2007,"BOUGRA_2007_2","gzgz","19",2.50000000000001e-05,-10.5966347330961,1,0.001056242410603
"125","gzgz_19",2008,"BOUGRA_2007_2","gzgz","19",0.001056242410603,-6.85303756454663,1,0.000994842135033048
"126","gzgz_19",2009,"BOUGRA_2007_2","gzgz","19",0.000994842135033048,-6.91292649165148,1,0.000975756493392353
"128","gzgz_19",2007,"BOUGRA_2007_3","gzgz","19",2.50000000000001e-05,-10.5966347330961,0,NA
"129","gzgz_19",2007,"BOUGRA_2007_4","gzgz","19",2.5e-05,-10.5966347330961,1,0.00124524817284736
"130","gzgz_19",2008,"BOUGRA_2007_4","gzgz","19",0.00124524817284736,-6.6884204333098,0,NA
"131","gzgz_19",2008,"BOUGRA_2008_1","gzgz","19",0.0022065260844547,-6.11633590768181,1,0.00428127325688421
"132","gzgz_19",2009,"BOUGRA_2008_1","gzgz","19",0.00428127325688421,-5.45350482370357,1,0.00582763475290624
"134","gzgz_19",2008,"BOUGRA_2008_10","gzgz","19",0.00105505465184104,-6.85416271070289,1,0.000685163235256754
"135","gzgz_19",2009,"BOUGRA_2008_10","gzgz","19",0.000685163235256754,-7.285853448446,1,0.00114415690165064
"137","gzgz_19",2008,"BOUGRA_2008_11","gzgz","19",0.000181715259294502,-8.61306960538111,1,0.00109825266937846
"139","gzgz_19",2008,"BOUGRA_2008_12","gzgz","19",0.000499981382622566,-7.60093969499018,1,0.00330702680774072
"140","gzgz_19",2009,"BOUGRA_2008_12","gzgz","19",0.00330702680774072,-5.71170573865286,1,0.000781719923974995
"142","gzgz_19",2008,"BOUGRA_2008_13","gzgz","19",0.000785526264982715,-7.14915666354853,0,NA
"143","gzgz_19",2008,"BOUGRA_2008_14","gzgz","19",2.4999999999999e-05,-10.5966347330961,0,NA
"144","gzgz_19",2008,"BOUGRA_2008_2","gzgz","19",0.00188044434339623,-6.27624717719688,1,0.000578443820484853
"145","gzgz_19",2009,"BOUGRA_2008_2","gzgz","19",0.000578443820484853,-7.45516912843199,1,0.00106651026970891
"147","gzgz_19",2008,"BOUGRA_2008_3","gzgz","19",0.00162642320386923,-6.42137202873935,1,0.000539844926900915
"149","gzgz_19",2008,"BOUGRA_2008_4","gzgz","19",0.000566163003311714,-7.47662852950594,0,NA
"150","gzgz_19",2008,"BOUGRA_2008_5","gzgz","19",0.00182261717888433,-6.30748180046421,1,0.00130900348286222
"151","gzgz_19",2009,"BOUGRA_2008_5","gzgz","19",0.00130900348286222,-6.63848913135339,1,0.00196434439403474
"153","gzgz_19",2008,"BOUGRA_2008_6","gzgz","19",0.000697877624300514,-7.26746679392454,1,0.00194454936062625
"154","gzgz_19",2009,"BOUGRA_2008_6","gzgz","19",0.00194454936062625,-6.24272501995101,1,0.000596504781376553
"156","gzgz_19",2008,"BOUGRA_2008_7","gzgz","19",0.00392727522501821,-5.53980942053064,1,0.00379200393273602
"157","gzgz_19",2009,"BOUGRA_2008_7","gzgz","19",0.00379200393273602,-5.57486065747597,1,0.00947836006522421
"159","gzgz_19",2008,"BOUGRA_2008_8","gzgz","19",0.000467337581968384,-7.66845868784868,1,0.0014930875166662
"161","gzgz_19",2008,"BOUGRA_2008_9","gzgz","19",0.00133930613612419,-6.61560360799117,1,0.000885455747692025
"164","gzgz_24",1997,"BOUGRA_1997_1","gzgz","24",0.0564617366125696,-2.87419209834839,1,0.00118221315372204
"165","gzgz_24",1998,"BOUGRA_1997_1","gzgz","24",0.00118221315372204,-6.74036704315811,1,2.49999999999994e-05
"166","gzgz_24",2000,"BOUGRA_1997_1","gzgz","24",2.49999999999994e-05,-10.5966347330961,1,0.000529755307206563
"167","gzgz_24",2001,"BOUGRA_1997_1","gzgz","24",0.000529755307206563,-7.54309534254314,1,0.00194119403669454
"168","gzgz_24",2003,"BOUGRA_1997_1","gzgz","24",0.00194119403669454,-6.24445201240654,1,0.00043297997661833
"169","gzgz_24",2004,"BOUGRA_1997_1","gzgz","24",0.00043297997661833,-7.74481907440672,1,0.00954330227786141
"170","gzgz_24",2006,"BOUGRA_1997_1","gzgz","24",0.00954330227786141,-4.65191570269905,1,0.0183242850821817
"171","gzgz_24",2007,"BOUGRA_1997_1","gzgz","24",0.0183242850821817,-3.99952804522112,1,0.00857330472308661
"172","gzgz_24",2008,"BOUGRA_1997_1","gzgz","24",0.00857330472308661,-4.75910200540693,1,0.00156749919576757
"173","gzgz_24",2009,"BOUGRA_1997_1","gzgz","24",0.00156749919576757,-6.45827379852427,1,0.0041874754752314
"175","gzgz_24",1997,"BOUGRA_1997_2","gzgz","24",0.104586969316529,-2.2577363114354,1,0.0317249468108812
"176","gzgz_24",1998,"BOUGRA_1997_2","gzgz","24",0.0317249468108812,-3.45065194195106,1,0.0322989640313547
"177","gzgz_24",1999,"BOUGRA_1997_2","gzgz","24",0.0322989640313547,-3.43272012260056,1,0.0273625711861889
"178","gzgz_24",2000,"BOUGRA_1997_2","gzgz","24",0.0273625711861889,-3.59857921453987,1,0.0270678004376219
"179","gzgz_24",2001,"BOUGRA_1997_2","gzgz","24",0.0270678004376219,-3.60941043327042,1,0.0201968599627214
"180","gzgz_24",2002,"BOUGRA_1997_2","gzgz","24",0.0201968599627214,-3.90222813404821,1,0.013673422587257
"181","gzgz_24",2003,"BOUGRA_1997_2","gzgz","24",0.013673422587257,-4.29230128743661,1,0.0101923900334022
"182","gzgz_24",2004,"BOUGRA_1997_2","gzgz","24",0.0101923900334022,-4.58611391230113,1,0.00807001985964514
"183","gzgz_24",2005,"BOUGRA_1997_2","gzgz","24",0.00807001985964514,-4.81959933578074,1,0.0310648104011149
"184","gzgz_24",2007,"BOUGRA_1997_2","gzgz","24",0.0310648104011149,-3.47167959878094,1,0.0101010779394833
"185","gzgz_24",2008,"BOUGRA_1997_2","gzgz","24",0.0101010779394833,-4.5951131341483,1,0.00749806561181631
"186","gzgz_24",2009,"BOUGRA_1997_2","gzgz","24",0.00749806561181631,-4.89311021013104,1,0.00510279322303932
"188","gzgz_24",1997,"BOUGRA_1997_3","gzgz","24",0.0030414377751429,-5.79542492302108,1,0.000678273573587615
"189","gzgz_24",1998,"BOUGRA_1997_3","gzgz","24",0.000678273573587615,-7.29595985054177,1,2.50000000000001e-05
"190","gzgz_24",1999,"BOUGRA_1997_3","gzgz","24",2.50000000000001e-05,-10.5966347330961,1,0.00361145797057397
"191","gzgz_24",2000,"BOUGRA_1997_3","gzgz","24",0.00361145797057397,-5.62364371820578,1,0.000452945970745152
"192","gzgz_24",2002,"BOUGRA_1997_3","gzgz","24",0.000452945970745152,-7.69973770947271,1,2.5e-05
"193","gzgz_24",2003,"BOUGRA_1997_3","gzgz","24",2.5e-05,-10.5966347330961,1,2.50000000000001e-05
"194","gzgz_24",2004,"BOUGRA_1997_3","gzgz","24",2.50000000000001e-05,-10.5966347330961,0,NA
"195","gzgz_24",1997,"BOUGRA_1997_4","gzgz","24",0.00102384995460844,-6.88418529180389,1,0.000228661642496111
"196","gzgz_24",1998,"BOUGRA_1997_4","gzgz","24",0.000228661642496111,-8.38326719073923,1,3.55643494349369e-05
"197","gzgz_24",1999,"BOUGRA_1997_4","gzgz","24",3.55643494349369e-05,-10.2441668422296,0,NA
"198","gzgz_24",1999,"BOUGRA_1999_1","gzgz","24",0.000645414533843987,-7.34561775947386,0,NA
"199","gzgz_24",1999,"BOUGRA_1999_10","gzgz","24",0.00101367380006038,-6.89417412176138,0,NA
"200","gzgz_24",1999,"BOUGRA_1999_11","gzgz","24",2.50000000000001e-05,-10.5966347330961,0,NA
"201","gzgz_24",1999,"BOUGRA_1999_12","gzgz","24",2.50000000000001e-05,-10.5966347330961,1,0.0040969029194083
"202","gzgz_24",2000,"BOUGRA_1999_12","gzgz","24",0.0040969029194083,-5.49752397622944,1,0.00738913226714364
"203","gzgz_24",2001,"BOUGRA_1999_12","gzgz","24",0.00738913226714364,-4.90774497078859,1,0.00210342967703189
"204","gzgz_24",2002,"BOUGRA_1999_12","gzgz","24",0.00210342967703189,-6.1641860869012,1,0.00297571084603973
"205","gzgz_24",2003,"BOUGRA_1999_12","gzgz","24",0.00297571084603973,-5.81727232868083,1,0.00118851998152046
"206","gzgz_24",2004,"BOUGRA_1999_12","gzgz","24",0.00118851998152046,-6.73504645891961,1,5.00000000000003e-05
"207","gzgz_24",2005,"BOUGRA_1999_12","gzgz","24",5.00000000000003e-05,-9.90348755253612,1,0.00289778500730062
"208","gzgz_24",2007,"BOUGRA_1999_12","gzgz","24",0.00289778500730062,-5.84380862441234,1,0.00188936681158504
"209","gzgz_24",2008,"BOUGRA_1999_12","gzgz","24",0.00188936681158504,-6.27151352636781,1,0.00235537838925634
"210","gzgz_24",2009,"BOUGRA_1999_12","gzgz","24",0.00235537838925634,-6.05105388957712,1,0.00302271673072388
"212","gzgz_24",1999,"BOUGRA_1999_13","gzgz","24",2.50000000000001e-05,-10.5966347330961,1,0.00485221818177651
"213","gzgz_24",2000,"BOUGRA_1999_13","gzgz","24",0.00485221818177651,-5.32831932152129,0,NA
"214","gzgz_24",1999,"BOUGRA_1999_14","gzgz","24",2.49999999999998e-05,-10.5966347330961,1,0.00771403674912232
"215","gzgz_24",2000,"BOUGRA_1999_14","gzgz","24",0.00771403674912232,-4.86471365525589,1,0.00304511203047955
"216","gzgz_24",2002,"BOUGRA_1999_14","gzgz","24",0.00304511203047955,-5.79421758687817,1,0.00402504503932559
"217","gzgz_24",2004,"BOUGRA_1999_14","gzgz","24",0.00402504503932559,-5.51521917827966,1,0.000529089912520322
"218","gzgz_24",2005,"BOUGRA_1999_14","gzgz","24",0.000529089912520322,-7.54435217359159,1,0.0079332451336844
"219","gzgz_24",2007,"BOUGRA_1999_14","gzgz","24",0.0079332451336844,-4.83669310463743,1,0.0277864609953398
"220","gzgz_24",2008,"BOUGRA_1999_14","gzgz","24",0.0277864609953398,-3.58320639147177,1,0.0183574217107163
"221","gzgz_24",2009,"BOUGRA_1999_14","gzgz","24",0.0183574217107163,-3.99772133335051,1,0.0156975654585226
"223","gzgz_24",1999,"BOUGRA_1999_15","gzgz","24",2.50000000000001e-05,-10.5966347330961,0,NA
"224","gzgz_24",1999,"BOUGRA_1999_16","gzgz","24",2.49999999999995e-05,-10.5966347330961,0,NA
"225","gzgz_24",1999,"BOUGRA_1999_17","gzgz","24",2.49999999999995e-05,-10.5966347330961,0,NA
"226","gzgz_24",1999,"BOUGRA_1999_18","gzgz","24",2.49999999999995e-05,-10.5966347330961,0,NA
"227","gzgz_24",1999,"BOUGRA_1999_19","gzgz","24",2.4999999999999e-05,-10.5966347330961,0,NA
"228","gzgz_24",1999,"BOUGRA_1999_2","gzgz","24",0.00302744164052525,-5.80003735918021,1,0.00281453115653211
"229","gzgz_24",2000,"BOUGRA_1999_2","gzgz","24",0.00281453115653211,-5.87295958311539,1,0.0132186537118508
"230","gzgz_24",2001,"BOUGRA_1999_2","gzgz","24",0.0132186537118508,-4.32612628697198,1,0.00145187681378032
"231","gzgz_24",2002,"BOUGRA_1999_2","gzgz","24",0.00145187681378032,-6.53489820517284,1,0.00311060429831937
"232","gzgz_24",2003,"BOUGRA_1999_2","gzgz","24",0.00311060429831937,-5.7729382635251,1,0.000508144996011778
"233","gzgz_24",2004,"BOUGRA_1999_2","gzgz","24",0.000508144996011778,-7.58474372589179,1,0.00316611510656032
"234","gzgz_24",2006,"BOUGRA_1999_2","gzgz","24",0.00316611510656032,-5.75524996108999,1,0.0128902025873993
"235","gzgz_24",2007,"BOUGRA_1999_2","gzgz","24",0.0128902025873993,-4.35128774552155,1,0.00207761682464523
"236","gzgz_24",2008,"BOUGRA_1999_2","gzgz","24",0.00207761682464523,-6.1765337995328,1,0.000345774784713518
"238","gzgz_24",1999,"BOUGRA_1999_20","gzgz","24",2.4999999999999e-05,-10.5966347330961,0,NA
"239","gzgz_24",1999,"BOUGRA_1999_21","gzgz","24",2.4999999999999e-05,-10.5966347330961,1,0.0389024309447117
"240","gzgz_24",2001,"BOUGRA_1999_21","gzgz","24",0.0389024309447117,-3.24669853815832,1,0.00258214023227546
"241","gzgz_24",2003,"BOUGRA_1999_21","gzgz","24",0.00258214023227546,-5.9591366765393,1,0.00279610992187623
"242","gzgz_24",2004,"BOUGRA_1999_21","gzgz","24",0.00279610992187623,-5.87952614140759,1,0.00226544994119913
"243","gzgz_24",2005,"BOUGRA_1999_21","gzgz","24",0.00226544994119913,-6.08998189023931,1,0.00254842491916193
"244","gzgz_24",2006,"BOUGRA_1999_21","gzgz","24",0.00254842491916193,-5.97227978941395,1,0.0133785149259951
"245","gzgz_24",2007,"BOUGRA_1999_21","gzgz","24",0.0133785149259951,-4.31410522252022,1,0.00489905631228354
"246","gzgz_24",2008,"BOUGRA_1999_21","gzgz","24",0.00489905631228354,-5.31871268174315,1,0.0014950911080659
"247","gzgz_24",2009,"BOUGRA_1999_21","gzgz","24",0.0014950911080659,-6.50556813214626,1,0.00388280710746139
"249","gzgz_24",1999,"BOUGRA_1999_22","gzgz","24",2.49999999999994e-05,-10.5966347330961,1,2.49999999999994e-05
"250","gzgz_24",2001,"BOUGRA_1999_22","gzgz","24",2.49999999999994e-05,-10.5966347330961,1,0.000780818301374439
"251","gzgz_24",2003,"BOUGRA_1999_22","gzgz","24",0.000780818301374439,-7.15516808387979,1,0.00117333006348201
"252","gzgz_24",2004,"BOUGRA_1999_22","gzgz","24",0.00117333006348201,-6.74790936484923,1,0.00122667997344395
"253","gzgz_24",2005,"BOUGRA_1999_22","gzgz","24",0.00122667997344395,-6.70344396761198,1,0.00177254001953548
"254","gzgz_24",2006,"BOUGRA_1999_22","gzgz","24",0.00177254001953548,-6.33534172179567,0,NA
"255","gzgz_24",1999,"BOUGRA_1999_23","gzgz","24",2.49999999999994e-05,-10.5966347330961,1,0.00204239038305822
"256","gzgz_24",2001,"BOUGRA_1999_23","gzgz","24",0.00204239038305822,-6.19363440069565,1,0.000813832503918382
"257","gzgz_24",2003,"BOUGRA_1999_23","gzgz","24",0.000813832503918382,-7.11375598227715,1,0.000814749908767879
